No.,Invoice ID,Year,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,Link
221,239-36-3640,2020,B,Mandalay,Normal,Male,Electronic accessories,45.35,6,13.605,285.705,1/31/2019,13:44,Ewallet,272.1,4.761904762,13.605,6.1,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
222,468-01-2051,2017,B,Mandalay,Normal,Male,Food and beverages,62.08,7,21.728,456.288,3/6/2019,13:46,Ewallet,434.56,4.761904762,21.728,5.4,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
223,389-25-3394,2019,C,Naypyitaw,Normal,Male,Electronic accessories,11.81,5,2.9525,62.0025,2/17/2019,18:06,Cash,59.05,4.761904762,2.9525,9.4,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
224,279-62-1445,2016,C,Naypyitaw,Member,Female,Fashion accessories,12.54,1,0.627,13.167,2/21/2019,12:38,Cash,12.54,4.761904762,0.627,8.2,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
225,213-72-6612,2022,A,Yangon,Normal,Male,Food and beverages,43.25,2,4.325,90.825,3/20/2019,15:56,Cash,86.5,4.761904762,4.325,6.2,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
226,746-68-6593,2022,C,Naypyitaw,Member,Female,Sports and travel,87.16,2,8.716,183.036,1/11/2019,14:29,Credit card,174.32,4.761904762,8.716,9.7,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
227,836-82-5858,2015,B,Mandalay,Member,Male,Health and beauty,69.37,9,31.2165,655.5465,1/26/2019,19:14,Ewallet,624.33,4.761904762,31.2165,4,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
228,583-72-1480,2018,C,Naypyitaw,Member,Male,Electronic accessories,37.06,4,7.412,155.652,1/31/2019,16:24,Ewallet,148.24,4.761904762,7.412,9.7,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
229,466-61-5506,2020,B,Mandalay,Member,Female,Electronic accessories,90.7,6,27.21,571.41,2/26/2019,10:52,Cash,544.2,4.761904762,27.21,5.3,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
230,721-86-6247,2017,A,Yangon,Normal,Female,Home and lifestyle,63.42,8,25.368,532.728,3/11/2019,12:55,Ewallet,507.36,4.761904762,25.368,7.4,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
231,289-65-5721,2019,B,Mandalay,Normal,Female,Fashion accessories,81.37,2,8.137,170.877,1/26/2019,19:28,Cash,162.74,4.761904762,8.137,6.5,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
232,545-46-3100,2016,B,Mandalay,Member,Female,Electronic accessories,10.59,3,1.5885,33.3585,3/12/2019,13:52,Credit card,31.77,4.761904762,1.5885,8.7,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
233,418-02-5978,2022,B,Mandalay,Normal,Female,Health and beauty,84.09,9,37.8405,794.6505,2/11/2019,10:54,Cash,756.81,4.761904762,37.8405,8,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
234,269-04-5750,2015,B,Mandalay,Member,Male,Fashion accessories,73.82,4,14.764,310.044,2/21/2019,18:31,Cash,295.28,4.761904762,14.764,6.7,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
235,157-13-5295,2018,A,Yangon,Member,Male,Health and beauty,51.94,10,25.97,545.37,3/9/2019,18:24,Ewallet,519.4,4.761904762,25.97,6.5,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
236,645-78-8093,2020,A,Yangon,Normal,Female,Sports and travel,93.14,2,9.314,195.594,1/20/2019,18:09,Ewallet,186.28,4.761904762,9.314,4.1,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
237,211-30-9270,2017,C,Naypyitaw,Normal,Male,Health and beauty,17.41,5,4.3525,91.4025,1/28/2019,15:16,Credit card,87.05,4.761904762,4.3525,4.9,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
238,755-12-3214,2019,C,Naypyitaw,Member,Female,Fashion accessories,44.22,5,11.055,232.155,3/5/2019,17:07,Credit card,221.1,4.761904762,11.055,8.6,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
239,346-84-3103,2016,B,Mandalay,Member,Female,Electronic accessories,13.22,5,3.305,69.405,3/2/2019,19:26,Cash,66.1,4.761904762,3.305,4.3,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
240,478-06-7835,2022,A,Yangon,Normal,Male,Fashion accessories,89.69,1,4.4845,94.1745,1/11/2019,11:20,Ewallet,89.69,4.761904762,4.4845,4.9,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
241,540-11-4336,2022,A,Yangon,Normal,Male,Food and beverages,24.94,9,11.223,235.683,1/11/2019,16:49,Credit card,224.46,4.761904762,11.223,5.6,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
242,448-81-5016,2015,A,Yangon,Normal,Male,Health and beauty,59.77,2,5.977,125.517,3/11/2019,12:01,Credit card,119.54,4.761904762,5.977,5.8,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
243,142-72-4741,2018,C,Naypyitaw,Member,Male,Fashion accessories,93.2,2,9.32,195.72,2/28/2019,18:37,Credit card,186.4,4.761904762,9.32,6,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
244,217-58-1179,2020,A,Yangon,Member,Male,Home and lifestyle,62.65,4,12.53,263.13,1/5/2019,11:25,Cash,250.6,4.761904762,12.53,4.2,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
245,376-02-8238,2017,B,Mandalay,Normal,Male,Home and lifestyle,93.87,8,37.548,788.508,2/2/2019,18:42,Credit card,750.96,4.761904762,37.548,8.3,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
246,530-90-9855,2019,A,Yangon,Member,Male,Home and lifestyle,47.59,8,19.036,399.756,1/1/2019,14:47,Cash,380.72,4.761904762,19.036,5.7,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
247,866-05-7563,2016,B,Mandalay,Member,Female,Electronic accessories,81.4,3,12.21,256.41,2/9/2019,19:43,Cash,244.2,4.761904762,12.21,4.8,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
248,604-70-6476,2022,A,Yangon,Member,Male,Fashion accessories,17.94,5,4.485,94.185,1/23/2019,14:04,Ewallet,89.7,4.761904762,4.485,6.8,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
249,799-71-1548,2015,A,Yangon,Member,Male,Electronic accessories,77.72,4,15.544,326.424,1/7/2019,16:11,Credit card,310.88,4.761904762,15.544,8.8,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
250,785-13-7708,2018,B,Mandalay,Normal,Male,Food and beverages,73.06,7,25.571,536.991,1/14/2019,19:06,Credit card,511.42,4.761904762,25.571,4.2,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
251,845-51-0542,2020,B,Mandalay,Member,Male,Food and beverages,46.55,9,20.9475,439.8975,2/2/2019,15:34,Ewallet,418.95,4.761904762,20.9475,6.4,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
252,662-47-5456,2017,C,Naypyitaw,Member,Male,Fashion accessories,35.19,10,17.595,369.495,3/17/2019,19:06,Credit card,351.9,4.761904762,17.595,8.4,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
253,883-17-4236,2019,C,Naypyitaw,Normal,Female,Sports and travel,14.39,2,1.439,30.219,3/2/2019,19:44,Credit card,28.78,4.761904762,1.439,7.2,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
254,290-68-2984,2016,A,Yangon,Normal,Male,Home and lifestyle,23.75,4,4.75,99.75,3/16/2019,11:22,Cash,95,4.761904762,4.75,5.2,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
255,704-11-6354,2022,A,Yangon,Member,Male,Home and lifestyle,58.9,8,23.56,494.76,1/6/2019,11:23,Cash,471.2,4.761904762,23.56,8.9,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
256,110-48-7033,2022,B,Mandalay,Member,Male,Fashion accessories,32.62,4,6.524,137.004,1/29/2019,14:12,Cash,130.48,4.761904762,6.524,9,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
257,366-93-0948,2015,A,Yangon,Member,Male,Electronic accessories,66.35,1,3.3175,69.6675,1/31/2019,10:46,Credit card,66.35,4.761904762,3.3175,9.7,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
258,729-09-9681,2018,A,Yangon,Member,Male,Home and lifestyle,25.91,6,7.773,163.233,2/5/2019,10:16,Ewallet,155.46,4.761904762,7.773,8.7,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
259,151-16-1484,2020,A,Yangon,Member,Male,Electronic accessories,32.25,4,6.45,135.45,2/13/2019,12:38,Ewallet,129,4.761904762,6.45,6.5,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
260,380-94-4661,2017,C,Naypyitaw,Member,Male,Electronic accessories,65.94,4,13.188,276.948,2/7/2019,13:05,Credit card,263.76,4.761904762,13.188,6.9,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
261,850-41-9669,2019,A,Yangon,Normal,Female,Electronic accessories,75.06,9,33.777,709.317,3/19/2019,13:25,Ewallet,675.54,4.761904762,33.777,6.2,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
262,821-07-3596,2016,C,Naypyitaw,Normal,Female,Fashion accessories,16.45,4,3.29,69.09,3/7/2019,14:53,Ewallet,65.8,4.761904762,3.29,5.6,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
263,655-85-5130,2022,B,Mandalay,Member,Female,Fashion accessories,38.3,4,7.66,160.86,3/13/2019,19:22,Cash,153.2,4.761904762,7.66,5.7,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
264,447-15-7839,2015,A,Yangon,Member,Female,Sports and travel,22.24,10,11.12,233.52,2/9/2019,11:00,Cash,222.4,4.761904762,11.12,4.2,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
265,154-74-7179,2018,B,Mandalay,Normal,Male,Sports and travel,54.45,1,2.7225,57.1725,2/26/2019,19:24,Ewallet,54.45,4.761904762,2.7225,7.9,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
266,253-12-6086,2020,A,Yangon,Member,Female,Sports and travel,98.4,7,34.44,723.24,3/12/2019,12:43,Credit card,688.8,4.761904762,34.44,8.7,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
267,808-65-0703,2017,C,Naypyitaw,Normal,Male,Home and lifestyle,35.47,4,7.094,148.974,3/14/2019,17:22,Credit card,141.88,4.761904762,7.094,6.9,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
268,571-94-0759,2019,B,Mandalay,Member,Female,Food and beverages,74.6,10,37.3,783.3,1/8/2019,20:55,Cash,746,4.761904762,37.3,9.5,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
269,144-51-6085,2016,A,Yangon,Member,Male,Home and lifestyle,70.74,4,14.148,297.108,1/5/2019,16:05,Credit card,282.96,4.761904762,14.148,4.4,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
270,731-14-2199,2022,A,Yangon,Member,Female,Home and lifestyle,35.54,10,17.77,373.17,1/4/2019,13:34,Ewallet,355.4,4.761904762,17.77,7,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
271,783-09-1637,2022,B,Mandalay,Normal,Female,Sports and travel,67.43,5,16.8575,354.0075,3/6/2019,18:13,Ewallet,337.15,4.761904762,16.8575,6.3,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
272,687-15-1097,2015,C,Naypyitaw,Member,Female,Health and beauty,21.12,2,2.112,44.352,1/3/2019,19:17,Cash,42.24,4.761904762,2.112,9.7,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
273,126-54-1082,2018,A,Yangon,Member,Female,Home and lifestyle,21.54,9,9.693,203.553,1/7/2019,11:44,Credit card,193.86,4.761904762,9.693,8.8,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
274,633-91-1052,2020,A,Yangon,Normal,Female,Home and lifestyle,12.03,2,1.203,25.263,1/27/2019,15:51,Cash,24.06,4.761904762,1.203,5.1,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
275,477-24-6490,2017,B,Mandalay,Normal,Female,Health and beauty,99.71,6,29.913,628.173,2/26/2019,16:52,Ewallet,598.26,4.761904762,29.913,7.9,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
276,566-19-5475,2019,B,Mandalay,Normal,Male,Fashion accessories,47.97,7,16.7895,352.5795,1/7/2019,20:52,Cash,335.79,4.761904762,16.7895,6.2,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
277,526-86-8552,2016,C,Naypyitaw,Member,Female,Home and lifestyle,21.82,10,10.91,229.11,1/7/2019,17:36,Cash,218.2,4.761904762,10.91,7.1,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
278,376-56-3573,2022,C,Naypyitaw,Normal,Female,Fashion accessories,95.42,4,19.084,400.764,2/2/2019,13:23,Ewallet,381.68,4.761904762,19.084,6.4,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
279,537-72-0426,2015,C,Naypyitaw,Member,Male,Fashion accessories,70.99,10,35.495,745.395,3/20/2019,16:28,Cash,709.9,4.761904762,35.495,5.7,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
280,828-61-5674,2018,A,Yangon,Member,Male,Sports and travel,44.02,10,22.01,462.21,3/20/2019,19:57,Credit card,440.2,4.761904762,22.01,9.6,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
281,136-08-6195,2020,A,Yangon,Normal,Female,Home and lifestyle,69.96,8,27.984,587.664,2/15/2019,17:01,Credit card,559.68,4.761904762,27.984,6.4,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
282,523-38-0215,2017,C,Naypyitaw,Normal,Male,Home and lifestyle,37,1,1.85,38.85,3/6/2019,13:29,Credit card,37,4.761904762,1.85,7.9,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
283,490-29-1201,2019,A,Yangon,Normal,Female,Sports and travel,15.34,1,0.767,16.107,1/6/2019,11:09,Cash,15.34,4.761904762,0.767,6.5,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
284,667-92-0055,2016,A,Yangon,Member,Male,Health and beauty,99.83,6,29.949,628.929,3/4/2019,15:02,Ewallet,598.98,4.761904762,29.949,8.5,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
285,565-17-3836,2022,A,Yangon,Member,Female,Health and beauty,47.67,4,9.534,200.214,3/12/2019,14:21,Cash,190.68,4.761904762,9.534,9.1,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
286,498-41-1961,2022,B,Mandalay,Normal,Male,Health and beauty,66.68,5,16.67,350.07,2/20/2019,18:01,Cash,333.4,4.761904762,16.67,7.6,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
287,593-95-4461,2015,C,Naypyitaw,Member,Male,Home and lifestyle,74.86,1,3.743,78.603,3/24/2019,14:49,Cash,74.86,4.761904762,3.743,6.9,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
288,226-71-3580,2018,C,Naypyitaw,Normal,Female,Sports and travel,23.75,9,10.6875,224.4375,1/31/2019,12:02,Cash,213.75,4.761904762,10.6875,9.5,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
289,283-79-9594,2020,B,Mandalay,Normal,Female,Food and beverages,48.51,7,16.9785,356.5485,1/25/2019,13:30,Credit card,339.57,4.761904762,16.9785,5.2,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
290,430-60-3493,2017,A,Yangon,Member,Female,Home and lifestyle,94.88,7,33.208,697.368,2/3/2019,14:38,Cash,664.16,4.761904762,33.208,4.2,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
291,139-20-0155,2019,B,Mandalay,Member,Male,Electronic accessories,40.3,10,20.15,423.15,1/24/2019,17:37,Credit card,403,4.761904762,20.15,7,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
292,558-80-4082,2016,C,Naypyitaw,Normal,Male,Electronic accessories,27.85,7,9.7475,204.6975,3/14/2019,17:20,Ewallet,194.95,4.761904762,9.7475,6,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
293,278-97-7759,2022,A,Yangon,Member,Female,Electronic accessories,62.48,1,3.124,65.604,2/18/2019,20:29,Cash,62.48,4.761904762,3.124,4.7,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
294,316-68-6352,2015,A,Yangon,Member,Female,Food and beverages,36.36,2,3.636,76.356,1/21/2019,10:00,Cash,72.72,4.761904762,3.636,7.1,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
295,585-03-5943,2018,B,Mandalay,Normal,Male,Health and beauty,18.11,10,9.055,190.155,3/13/2019,11:46,Ewallet,181.1,4.761904762,9.055,5.9,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
296,211-05-0490,2020,C,Naypyitaw,Member,Female,Electronic accessories,51.92,5,12.98,272.58,3/3/2019,13:42,Cash,259.6,4.761904762,12.98,7.5,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
297,727-75-6477,2017,C,Naypyitaw,Normal,Male,Electronic accessories,28.84,4,5.768,121.128,3/29/2019,14:44,Cash,115.36,4.761904762,5.768,6.4,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
298,744-02-5987,2019,A,Yangon,Member,Male,Home and lifestyle,78.38,6,23.514,493.794,1/10/2019,14:16,Ewallet,470.28,4.761904762,23.514,5.8,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
299,307-83-9164,2016,A,Yangon,Member,Male,Home and lifestyle,60.01,4,12.002,252.042,1/25/2019,15:54,Cash,240.04,4.761904762,12.002,4.5,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
300,779-06-0012,2022,C,Naypyitaw,Member,Female,Home and lifestyle,88.61,1,4.4305,93.0405,1/19/2019,10:21,Cash,88.61,4.761904762,4.4305,7.7,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
301,446-47-6729,2022,C,Naypyitaw,Normal,Male,Fashion accessories,99.82,2,9.982,209.622,1/2/2019,18:09,Credit card,199.64,4.761904762,9.982,6.7,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
302,573-10-3877,2015,B,Mandalay,Member,Male,Health and beauty,39.01,1,1.9505,40.9605,3/12/2019,16:46,Credit card,39.01,4.761904762,1.9505,4.7,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
303,735-06-4124,2018,C,Naypyitaw,Normal,Male,Food and beverages,48.61,1,2.4305,51.0405,2/25/2019,15:31,Cash,48.61,4.761904762,2.4305,4.4,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
304,439-54-7422,2020,A,Yangon,Normal,Female,Electronic accessories,51.19,4,10.238,214.998,3/18/2019,17:15,Credit card,204.76,4.761904762,10.238,4.7,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
305,396-90-2219,2017,B,Mandalay,Normal,Female,Electronic accessories,14.96,8,5.984,125.664,2/23/2019,12:29,Cash,119.68,4.761904762,5.984,8.6,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
306,411-77-0180,2019,A,Yangon,Member,Male,Electronic accessories,72.2,7,25.27,530.67,3/26/2019,20:14,Ewallet,505.4,4.761904762,25.27,4.3,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
307,286-01-5402,2016,A,Yangon,Normal,Female,Sports and travel,40.23,7,14.0805,295.6905,3/30/2019,13:22,Cash,281.61,4.761904762,14.0805,9.6,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
308,803-17-8013,2022,A,Yangon,Member,Female,Home and lifestyle,88.79,8,35.516,745.836,2/17/2019,17:09,Cash,710.32,4.761904762,35.516,4.1,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
309,512-98-1403,2015,A,Yangon,Member,Female,Electronic accessories,26.48,3,3.972,83.412,3/21/2019,10:40,Ewallet,79.44,4.761904762,3.972,4.7,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
310,848-42-2560,2018,A,Yangon,Normal,Female,Fashion accessories,81.91,2,8.191,172.011,3/5/2019,17:43,Cash,163.82,4.761904762,8.191,7.8,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
311,532-59-7201,2020,B,Mandalay,Member,Male,Sports and travel,79.93,6,23.979,503.559,1/31/2019,14:04,Cash,479.58,4.761904762,23.979,5.5,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
312,181-94-6432,2017,C,Naypyitaw,Member,Male,Fashion accessories,69.33,2,6.933,145.593,2/5/2019,19:05,Ewallet,138.66,4.761904762,6.933,9.7,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
313,870-76-1733,2019,A,Yangon,Member,Female,Food and beverages,14.23,5,3.5575,74.7075,2/1/2019,10:08,Credit card,71.15,4.761904762,3.5575,4.4,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
314,423-64-4619,2016,A,Yangon,Member,Female,Health and beauty,15.55,9,6.9975,146.9475,3/7/2019,13:12,Cash,139.95,4.761904762,6.9975,5,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
315,227-07-4446,2022,C,Naypyitaw,Member,Female,Electronic accessories,78.13,10,39.065,820.365,2/10/2019,20:51,Cash,781.3,4.761904762,39.065,4.4,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
316,174-36-3675,2022,C,Naypyitaw,Member,Male,Food and beverages,99.37,2,9.937,208.677,2/14/2019,17:29,Cash,198.74,4.761904762,9.937,5.2,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
317,428-83-5800,2015,C,Naypyitaw,Member,Female,Food and beverages,21.08,3,3.162,66.402,2/9/2019,10:25,Cash,63.24,4.761904762,3.162,7.3,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
318,603-07-0961,2018,C,Naypyitaw,Member,Male,Electronic accessories,74.79,5,18.6975,392.6475,1/10/2019,11:34,Cash,373.95,4.761904762,18.6975,4.9,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
319,704-20-4138,2020,C,Naypyitaw,Member,Female,Health and beauty,29.67,7,10.3845,218.0745,3/11/2019,18:58,Credit card,207.69,4.761904762,10.3845,8.1,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
320,787-15-1757,2017,C,Naypyitaw,Member,Male,Health and beauty,44.07,4,8.814,185.094,2/18/2019,16:28,Ewallet,176.28,4.761904762,8.814,8.4,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
321,649-11-3678,2019,C,Naypyitaw,Normal,Female,Food and beverages,22.93,9,10.3185,216.6885,2/26/2019,20:26,Cash,206.37,4.761904762,10.3185,5.5,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
322,622-20-1945,2016,C,Naypyitaw,Normal,Female,Health and beauty,39.42,1,1.971,41.391,1/18/2019,15:08,Cash,39.42,4.761904762,1.971,8.4,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
323,372-94-8041,2022,A,Yangon,Normal,Male,Health and beauty,15.26,6,4.578,96.138,2/15/2019,18:03,Ewallet,91.56,4.761904762,4.578,9.8,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
324,563-91-7120,2015,A,Yangon,Normal,Female,Fashion accessories,61.77,5,15.4425,324.2925,3/8/2019,13:21,Cash,308.85,4.761904762,15.4425,6.7,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
325,746-54-5508,2018,A,Yangon,Normal,Male,Home and lifestyle,21.52,6,6.456,135.576,1/17/2019,12:48,Credit card,129.12,4.761904762,6.456,9.4,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
326,276-54-0879,2020,B,Mandalay,Normal,Male,Sports and travel,97.74,4,19.548,410.508,3/12/2019,19:53,Ewallet,390.96,4.761904762,19.548,6.4,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
327,815-11-1168,2017,A,Yangon,Member,Male,Food and beverages,99.78,5,24.945,523.845,3/9/2019,19:09,Cash,498.9,4.761904762,24.945,5.4,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
328,719-76-3868,2019,C,Naypyitaw,Member,Male,Food and beverages,94.26,4,18.852,395.892,3/12/2019,16:30,Cash,377.04,4.761904762,18.852,8.6,https://drive.google.com/file/d/1RDzPGHkGaSF970SJWeqTw3MGA5AVHufz/view
